isp_index,cell_type,condition,glutathione_metabolism,fatty_acid_elongation,iron_metabolism
-1.3887112749103814,Astrocyte,Sham,0.13052208835341367,0.21639784946236557,2.14
-1.0716335855002574,Microglia,Sham,-0.16666666666666666,-0.028225806451612902,0.976
-0.281058292082253,Pericyte,Sham,-0.09236947791164662,0.11827956989247311,5.0680000000000005
-1.2236005904624925,Microglia,Sham,-0.42971887550200805,-0.08064516129032258,3.368
-0.7637780403904733,Endothelial,Sham,-0.7048192771084337,-0.0967741935483871,1.6320000000000001
-0.6476415355547603,Endothelial,Sham,-0.19477911646586346,-0.05241935483870968,1.46
-0.5271741567112186,Endothelial,Sham,0.2449799196787148,-0.07258064516129033,1.468
-0.8475791239530077,Endothelial,Sham,-0.12650602409638553,-0.04435483870967742,0.12
-1.0663380947983927,Oligodendrocyte,Sham,-0.8755020080321285,0.15994623655913975,21.400000000000002
-0.9599692899230523,Microglia,Sham,-0.2751004016064257,0.11827956989247311,1.02
-1.4031041470744243,Astrocyte,Sham,0.19076305220883533,0.5618279569892473,0.5760000000000001
-0.8279440571322363,Endothelial,Sham,-0.08433734939759036,-0.04032258064516129,1.2120000000000002
-0.8499438343008409,Endothelial,Sham,-0.16666666666666666,0.13844086021505375,0.22799999999999998
-0.40389038127362825,Pericyte,Sham,-0.07028112449799195,-0.06854838709677419,3.3759999999999994
-0.2700320750507853,Microglia,Sham,-0.028112449799196804,0.2647849462365591,5.732
-0.8222838643488565,Endothelial,Sham,0.008032128514056214,-0.10080645161290322,2.1839999999999997
-0.6590665406060888,Pericyte,Sham,-0.3654618473895582,-0.04032258064516129,0.336
-0.6700398594112019,Endothelial,Sham,0.06626506024096385,-0.07258064516129033,0.828
-0.7333556432189127,Microglia,Sham,0.10441767068273092,-0.04032258064516129,2.012
-0.6025791900499861,Endothelial,Sham,0.5803212851405624,-0.04838709677419355,1.312
-0.6053424470856562,Endothelial,Sham,0.004016064257028107,-0.056451612903225805,1.476
