,ferroptosis_score,senescence_score,mg_activation,consensus_senescence,isp_index,condition
GSM5319987_sham1_1-761-0,1.060477657935285,0.7384615384615385,3.395555555555555,-0.19627507163323782,-0.19772675510117388,Sham
GSM5319987_sham1_1-762-0,0.44662117543473473,0.57424317617866,2.7044444444444444,-0.08534136546184738,-0.855198105791991,Sham
GSM5319987_sham1_1-766-0,0.1688861985472155,0.6525558312655088,3.24,-0.039435982506409284,-1.1526663179781453,Sham
GSM5319987_sham1_1-769-0,0.37057010785824346,1.1548883374689827,3.1222222222222222,-0.08347157291509577,-0.9366526469533273,Sham
GSM5319987_sham1_1-770-0,0.22309046885318073,0.6310669975186104,5.113333333333333,-0.07429718875502009,-1.0946108020274097,Sham
GSM5319987_sham1_1-775-0,1.737508254457407,1.2177171215880893,68.73777777777777,0.06115216407781629,0.5274072679870486,Sham
GSM5319987_sham1_1-785-0,0.2289786484701739,0.2056575682382134,3.0977777777777775,0.020735937264364346,-1.3537423226904848,Sham
GSM5319987_sham1_1-813-0,0.44353951133612146,0.3346401985111663,4.933333333333334,-0.005429045392851772,-1.0505526659173663,Sham
GSM5319987_sham1_1-814-0,0.25390710983931325,0.35612903225806447,2.7622222222222224,-0.004016064257028135,-1.0616046203701388,Sham
GSM5319987_sham1_1-818-0,0.350264142637024,0.8092803970223326,3.686666666666667,-0.12750716332378223,-0.9584013630810648,Sham
GSM5319987_sham1_1-819-0,0.5553048646268985,1.3269478908188586,5.408888888888889,-0.07525260141758408,-0.7387923758400085,Sham
