protein_A,protein_B,score
TNFRSF1A,TGFB1,0
TGFB1,PTEN,0
PTGS2,TGFB1,0
TGFB1,PTGS2,0
TGFB1,VCAM1,0
TGFB1,MMP13,0
MMP13,TGFB1,0
TGFB1,JUN,0
JUN,TGFB1,0
TLR4,TGFB1,0
TGFB1,TLR4,0
TGFB1,MMP3,0
MMP3,TGFB1,0
TGFB1,MYC,0
MYC,TGFB1,0
TIMP2,TGFB1,0
TGFB1,TIMP2,0
TGFB1,IL1A,0
IL1A,TGFB1,0
TGFB1,NOX4,0
NOX4,TGFB1,0
VCAM1,TGFB1,0
BECN1,ATG7,0
ATG7,BECN1,0
BECN1,ATM,0
HDAC1,CDKN2B,0
E2F1,CDKN2B,0
CDKN2B,E2F1,0
CDKN2B,CCNE1,0
CCNE1,CDKN2B,0
CHEK1,CDKN2B,0
CDKN2B,CHEK1,0
CDKN2B,ATM,0
ATM,CDKN2B,0
CDKN2B,HDAC1,0
CDKN2B,CDKN1A,0
E2F3,CDKN2B,0
CDKN2B,E2F3,0
GPX4,FTH1,0
FTH1,GPX4,0
GPX4,CBS,0
CBS,GPX4,0
GPX4,BECN1,0
BECN1,GPX4,0
CDKN1A,CDKN2B,0
CDKN2A,CDKN2B,0
ATM,BECN1,0
E2F1,CHEK1,0
E2F1,CDKN1A,0
CDKN1A,E2F1,0
E2F1,CDK6,0
CDK6,E2F1,0
E2F1,CDKN2A,0
CDKN2A,E2F1,0
E2F1,ATM,0
ATM,E2F1,0
CHEK1,E2F1,0
CDKN2B,CDKN2A,0
HMGA2,E2F1,0
E2F1,HMGA2,0
E2F1,ATG7,0
ATG7,E2F1,0
HMGA1,E2F1,0
E2F1,HMGA1,0
CDKN2B,CDK6,0
CDK6,CDKN2B,0
GPX4,ATF4,0
ATF4,GPX4,0
HSP90AA1,CRYAB,0
CCND1,CCNE1,0
CCND1,CDK6,0
CDKN1A,CCND1,0
CCND1,CDKN1A,0
CDKN2B,CCND1,0
CCND1,CDKN2B,0
E2F1,CCND1,0
CCND1,E2F1,0
CCNE1,CCND1,0
CDKN2A,CCND1,0
CRYAB,HSP90AA1,0
CCND1,CDKN2A,0
E2F3,CCND1,0
CCND1,E2F3,0
HDAC1,CCND1,0
CCND1,HDAC1,0
HSP90AA1,CCND1,0
CCND1,HSP90AA1,0
CCND1,BNIP3,0
CDK6,CCND1,0
E2F1,HSP90AA1,0
HSP90AA1,E2F1,0
ATG7,HSP90AA1,0
HSP90AA1,CDKN1A,0
CDKN1A,HSP90AA1,0
HSP90AA1,ATM,0
ATM,HSP90AA1,0
HSP90AA1,CHEK1,0
CHEK1,HSP90AA1,0
HSP90AA1,HDAC1,0
HDAC1,HSP90AA1,0
HSP90AA1,CDK6,0
CDK6,HSP90AA1,0
HSP90AA1,BECN1,0
BECN1,HSP90AA1,0
HSP90AA1,FOXO3,0
FOXO3,HSP90AA1,0
HSP90AA1,CDKN2A,0
CDKN2A,HSP90AA1,0
HSP90AA1,ATG7,0
E2F1,E2F3,0
E2F3,E2F1,0
CCNE1,E2F1,0
ATG7,BNIP3,0
CCNE1,CDKN2A,0
HMGA2,CDKN2A,0
CDKN2A,HMGA2,0
CHEK1,CDKN2A,0
CDKN2A,CHEK1,0
BNIP3,BECN1,0
BECN1,BNIP3,0
BNIP3,ATG7,0
FOXO3,CDKN1A,0
FOXO3,CDK6,0
CDKN1A,FOXO3,0
FOXO3,ATG7,0
ATG7,FOXO3,0
FOXO3,ATM,0
ATM,FOXO3,0
FOXO3,BNIP3,0
BNIP3,FOXO3,0
FOXO3,BECN1,0
CDKN2A,CCNE1,0
ATM,CDKN2A,0
CDKN2A,ATM,0
CDKN1A,CDKN2A,0
BECN1,ATF4,0
ATF4,BECN1,0
ATG7,ATF4,0
ATF4,ATG7,0
CDK6,CCNE1,0
CCNE1,CDK6,0
CDKN1A,CCNE1,0
CCNE1,CDKN1A,0
CHEK1,CCNE1,0
CCNE1,CHEK1,0
CCNE1,ATM,0
ATM,CCNE1,0
CCNE1,ATR,0
ATR,CCNE1,0
CDKN2A,CDK6,0
CDK6,CDKN2A,0
CDKN2A,CDKN1A,0
BECN1,FOXO3,0
CDK6,FOXO3,0
E2F1,CCNE1,0
HDAC1,FOXO3,0
HDAC1,CDK6,0
CDK6,HDAC1,0
HDAC1,CDKN1A,0
CDKN1A,HDAC1,0
HDAC1,CHEK1,0
CHEK1,HDAC1,0
HMGA2,HDAC1,0
HDAC1,HMGA2,0
FOXO3,HDAC1,0
FOXO3,CDKN2A,0
HDAC1,E2F3,0
E2F3,HDAC1,0
HDAC1,BECN1,0
BECN1,HDAC1,0
HDAC1,E2F1,0
E2F1,HDAC1,0
FOXO3,E2F1,0
E2F1,FOXO3,0
CDKN2A,HDAC1,0
HDAC1,CDKN2A,0
CCNE1,HDAC1,0
HDAC1,CCNE1,0
CDKN2A,FOXO3,0
FOXO3,CCNE1,0
CCNE1,FOXO3,0
HMGA1,FOXO3,0
FOXO3,HMGA1,0
E2F3,CCNE1,0
CCNE1,E2F3,0
E2F3,CDK6,0
CDK6,E2F3,0
E2F3,CDKN1A,0
CDKN1A,E2F3,0
E2F3,ATM,0
ATM,E2F3,0
E2F3,CDKN2A,0
CDKN2A,E2F3,0
HDAC1,ATM,0
ATM,HDAC1,0
P2RY12,CX3CR1,0
