,GSM1509427,GSM1509428,GSM1509429,GSM1509430,GSM1509431,GSM1509422,GSM1509423,GSM1509424,GSM1509425,GSM1509426
DENND2C,10.4615,10.0845,10.4906,9.6189,10.4061,7.8412,7.2466,7.5355,7.8452,8.145
DENND2D,8.7577,7.4052,8.1389,7.8932,7.989,2.4715,3.5079,2.9313,3.8828,5.5094
DENND3,10.501,10.231,10.2229,9.9858,10.4571,9.431,9.7405,9.598,9.2825,9.8239
DENND4B,11.0793,11.1094,11.3352,11.3139,11.2976,11.3649,11.4645,11.5351,11.5858,11.3148
DENND5A,12.8405,12.8781,12.9689,12.745,13.1167,13.0124,13.2001,13.308,13.2217,12.9374
DENND6A,11.3303,10.5815,10.6388,10.7048,10.8658,10.4541,10.5694,10.3574,10.3745,10.4514
DENND6B,6.6419,8.1015,7.9328,5.3857,6.387,8.7465,8.6818,9.0444,8.6146,8.3728
DEPDC1,9.2942,8.7001,8.4598,8.4794,9.0782,4.7697,5.5707,3.4403,5.6201,6.342
DEPDC1B,8.3813,6.4637,7.3024,7.7315,8.0589,6.676,6.4773,6.8722,6.3065,4.5239
DEPDC5,9.2119,9.8882,9.8721,9.6445,9.7063,10.3585,9.9786,10.318,10.3303,10.1738
DEPDC7,10.0106,9.2901,9.3132,9.244,9.3202,8.4917,8.1944,8.8202,9.0601,8.7341
DEPTOR,10.6255,10.3644,10.7307,10.7384,10.4415,11.0304,11.4592,11.1955,11.269,10.8829
DERA,12.6097,11.9653,12.14,11.8044,11.711,10.0103,9.2551,9.8543,9.6869,10.6242
DERL1,12.5023,12.0763,12.4437,12.2232,12.3271,12.1132,11.9549,12.2661,12.2086,12.5938
DES,9.1223,8.6004,8.0867,8.727,8.6157,8.0539,8.2139,7.7338,8.0391,7.8403
DESI1,9.89,10.1198,10.1411,9.7622,10.3156,10.5834,10.5079,10.9135,10.7932,10.4886
DESI2,11.5147,11.1288,11.1688,11.152,11.3308,11.0416,11.0372,11.0276,10.9807,11.0442
DET1,7.6539,7.2931,7.0269,7.4246,7.7711,7.4638,7.3752,7.2089,6.3384,7.0472
DEXI,9.5278,9.9337,9.5882,9.8413,10.1532,10.3254,10.3134,10.3635,10.2827,10.2634
DFFA,10.6986,10.4582,10.8665,10.6553,10.5336,10.6701,10.5698,10.4806,10.4963,10.6568
DFFB,7.0044,6.9831,6.1648,7.0758,6.8927,7.358,7.0427,6.639,6.9465,6.7816
DFNB59,3.1239,3.2869,5.3306,4.5793,3.6783,3.2556,3.2752,2.6656,2.8394,3.5984
DGAT1,11.006,10.4655,10.4882,10.6409,10.5834,10.4802,10.6121,10.6415,10.579,10.6058
DGAT2,12.116,11.7963,11.0256,11.4836,11.5881,11.3159,10.8576,11.1712,11.0362,11.5084
DGCR14,8.2378,7.7544,7.8764,7.9069,7.7164,8.4286,7.9115,8.2902,8.1727,8.0724
DGCR2,12.519,12.4842,12.3545,12.2621,12.3065,12.3202,12.2702,12.2024,12.2807,12.4639
DGCR6,10.4736,10.954,10.8962,10.9741,10.918,11.5898,11.4845,11.456,11.5424,11.4408
DGCR8,9.7395,9.6997,9.514,9.8432,9.5876,9.9151,9.9614,9.6155,10.0069,9.8271
DGKA,10.2691,9.989,9.9723,9.8769,9.9947,10.2262,10.3975,10.4315,10.4258,10.3331
DGKB,11.9591,11.4009,11.2193,11.2338,11.7082,12.8825,12.512,12.604,12.5988,13.4135
DGKD,9.5725,9.706,9.5302,9.3769,9.6554,10.0706,9.9259,10.0597,10.1222,10.2461
DGKE,10.4587,10.6252,11.0591,11.1021,10.746,11.6442,11.5323,11.2291,11.5223,11.5458
DGKG,13.0526,11.9369,11.3454,11.5455,12.3146,13.0819,11.7954,12.8512,12.2989,12.5943
DGKH,10.6567,11.5381,11.7281,11.3117,11.5853,12.4248,12.4345,12.7621,12.578,12.6416
DGKI,7.9323,8.2486,8.0697,8.5266,8.3192,8.339,8.919,8.5734,8.7035,8.748
DGKK,5.2711,1.3875,5.588,4.5179,6.1398,5.681,6.0059,1.1356,2.0127,5.9974
DGKQ,10.9318,11.0455,11.0501,11.2585,11.0964,11.3444,11.5482,11.4402,11.4553,11.3576
DGKZ,11.8481,11.5855,11.6367,11.6842,11.8705,12.3679,12.4326,12.8476,12.5392,12.3027
DGUOK,9.8307,10.1488,9.6115,10.0557,10.1331,9.9883,10.2602,9.9785,9.9812,10.3044
DHCR7,10.119,10.0101,9.864,9.7935,10.4459,10.9163,10.6589,10.9692,10.8086,11.0689
DHDDS,9.1209,8.8662,8.3764,8.858,8.8999,8.7231,8.9057,8.9634,9.2938,9.0903
DHFR,9.5589,8.9616,9.2528,9.1732,9.0087,7.7799,8.0154,7.9348,7.5477,8.0343
DHH,6.1135,7.024,6.078,6.4992,7.3142,7.0615,4.8375,5.8814,4.4859,6.4063
DHODH,8.8555,7.8749,8.3782,8.2305,8.6993,8.6419,8.4619,8.5894,8.2509,8.2522
DHPS,11.1491,10.9323,10.8578,10.9304,11.0321,11.251,11.0963,11.308,11.2712,11.1292
DHRS1,10.6177,10.2213,10.4453,10.2518,10.1497,9.5916,9.8164,10.0001,9.8936,10.0775
DHRS11,6.9817,8.0764,7.88,7.1925,7.8241,8.0584,7.9825,7.6296,7.6649,8.0661
DHRS3,11.4127,10.3776,10.2236,10.8035,10.3618,10.0742,10.2508,9.9966,10.1024,9.7991
DHRS4,10.4177,9.8864,9.7048,10.1044,10.1471,9.2085,9.3444,9.0385,9.0966,9.1245
DHRS7,3.5003,6.4198,3.0654,4.9989,3.3627,6.1611,4.3797,6.2421,2.8113,6.1544
DHRS7B,10.5744,10.5463,10.4238,10.4587,10.6281,10.9225,10.8702,10.8079,10.8325,10.8991
DHRS7C,6.4667,6.5082,5.1969,5.6249,6.7805,5.8215,6.4882,6.1453,5.5368,6.1925
DHRS9,7.2154,6.3681,7.4639,7.2142,6.9353,6.7316,7.2492,6.7403,6.9715,7.2768
DHRSX,11.0975,10.7548,10.7894,10.9538,10.9122,11.0882,10.7133,10.7866,10.9739,10.9677
DHTKD1,10.4787,10.1096,10.3411,10.6679,10.3824,10.7685,10.5566,10.716,10.7147,10.7076
DHX15,13.0491,12.7036,12.7405,12.6047,12.798,12.5949,12.4341,12.3949,12.3511,12.4692
DHX16,10.1527,10.0961,9.8302,10.1094,9.9324,10.2025,10.2887,10.1711,10.2679,9.9862
DHX30,11.2625,11.5152,11.3896,11.4254,11.5225,11.7833,11.9036,11.6248,11.7201,11.9378
DHX32,9.4911,9.3633,9.5339,9.3489,9.5955,9.4127,9.4904,9.5888,9.4423,9.7165
DHX34,8.4048,8.4773,8.2383,8.4908,8.5557,8.3032,8.5647,8.2131,8.2399,8.2783
DHX35,8.538,8.7168,8.8619,8.6909,8.9282,8.3364,8.7109,9.0779,9.1595,8.8547
DHX36,12.1668,12.3622,12.5563,12.5059,12.2771,12.8064,12.7897,12.7075,12.7313,12.8881
DHX37,9.2516,9.2439,9.1699,9.0609,9.3819,9.0776,8.7708,8.7693,8.3276,8.875
DHX38,9.6192,9.8551,9.7699,9.8327,9.9544,9.6591,9.4205,9.5428,9.1638,9.6377
DHX40,11.012,10.7552,10.9292,10.8994,11.1125,11.2363,10.8873,11.1278,11.1238,11.4844
DHX57,10.2585,10.4603,10.6306,10.4387,10.2089,10.9749,10.7223,10.6659,10.5169,10.9716
DHX58,8.6131,8.817,9.0009,8.8691,8.7743,7.128,6.4526,8.2756,7.2354,7.3272
DHX8,9.441,10.1213,9.7158,9.7016,9.8689,9.728,9.6927,9.858,9.7877,10.0164
DHX9,12.6481,12.591,12.6052,12.5791,12.7439,12.7277,12.5489,12.6058,12.5357,12.7907
DIABLO,11.5393,11.0561,10.7356,11.3322,11.0664,10.7856,10.4913,10.764,10.9785,10.9174
DIAPH1,9.7548,9.9381,9.4854,9.4946,9.587,9.8912,9.7103,9.8645,9.8046,9.9901
DIAPH3,8.7975,7.843,7.491,7.6819,8.2149,7.9762,8.1725,7.5499,6.8665,8.2671
DICER1,8.7128,8.0688,7.9456,8.2553,8.3985,7.5764,7.3128,7.7774,7.6183,7.5546
DIDO1,9.9287,9.8081,9.9238,9.8188,9.7851,10.2198,9.9904,10.0352,9.907,10.539
DIEXF,9.788,9.6544,9.6815,9.331,9.8674,9.7679,9.5438,9.6834,9.7007,9.9426
DIMT1,10.0727,9.9387,10.2425,9.8814,10.002,10.1284,9.8714,10.0541,9.8105,10.0971
DIO1,6.1495,5.444,6.6437,5.4973,6.0838,6.5036,6.8669,5.4087,5.8181,6.2491
DIO2,5.5647,6.3312,6.8138,4.1585,6.406,6.8415,7.5474,7.4284,7.3222,7.2864
DIO3,6.7152,7.3631,7.3927,6.2227,7.3078,7.6155,6.0685,7.1969,6.6922,7.6724
DIP2C,5.7124,7.1007,7.6293,6.7023,6.0914,7.594,5.0587,4.8112,7.6599,7.8843
DIRAS1,3.1634,3.7924,4.5843,3.8716,4.4974,6.126,3.8365,4.6438,4.5146,4.9418
DIRC2,12.1888,12.0194,12.2273,12.1291,12.0632,12.4353,12.2425,12.1099,12.3597,12.3749
DIS3L,10.7228,10.6768,10.6418,10.6861,10.6178,10.5281,10.55,10.5461,10.6631,10.7078
DIS3L2,9.5118,9.6513,9.7789,9.516,9.4024,9.5651,9.2666,9.2899,9.3996,9.276
DISP1,7.1085,7.1479,6.2169,6.5912,6.1182,6.5956,6.3862,6.2413,6.8363,6.8239
DISP2,11.2694,11.8976,11.8611,11.8581,11.7015,12.5647,12.3229,12.2996,12.2801,12.5464
DIXDC1,11.0607,11.3494,11.6807,11.3481,11.4821,11.8964,12.1571,12.1152,12.2141,11.8287
DKC1,10.3772,10.2255,10.2947,10.2067,10.1873,10.2893,10.2252,10.1705,10.2976,10.4169
DKK2,0.731,2.2041,0.9012,4.1993,5.2336,1.4713,4.1791,3.6725,3.7797,4.5505
DKK3,12.6768,12.8154,12.9568,13.0645,12.6556,13.1447,13.5915,13.3692,13.4024,12.6552
DLC1,10.7696,10.9745,10.6602,10.6904,10.5626,11.4327,11.3393,11.1557,11.0662,10.9609
DLD,12.4208,11.9546,12.4233,12.3123,12.4427,12.5134,12.5653,12.5051,12.6318,12.5035
DLG1,11.9401,12.0829,12.2306,12.2951,12.2068,12.5149,12.6724,12.4074,12.6308,12.3907
DLG2,7.5419,8.0677,8.2328,8.2977,7.8303,8.7481,8.6118,8.5923,8.4477,8.9756
DLG3,10.3343,10.7414,10.8228,10.9474,10.7132,11.7623,11.7048,11.8495,11.7604,12.0723
DLG4,10.5072,10.8322,10.8564,10.9714,10.7442,11.4251,11.465,11.5739,11.5877,11.8205
DLG5,11.0907,10.5127,10.3786,10.7816,10.7895,10.9698,10.5412,10.8895,10.868,10.9674
DLGAP1,12.8217,13.0333,13.3914,13.243,13.1967,14.1578,14.0491,14.034,14.1222,13.8984
DLGAP2,5.5779,2.7656,4.1454,5.7185,3.0725,6.9864,7.4621,6.2118,6.0429,7.2222
DLGAP3,7.7996,7.863,7.4072,7.9306,7.9085,8.7051,9.0147,9.0913,9.0441,9.2963
DLGAP4,11.6393,11.7434,11.7285,11.7815,11.8088,12.5076,12.4194,12.1786,12.2422,12.753
DLGAP5,9.2723,8.6264,8.75,8.6527,8.7014,6.9034,6.5078,7.4625,6.8213,6.5224
DLK1,6.6233,7.6051,6.4418,7.1853,7.1592,6.1586,6.5493,5.9889,6.847,6.6996
DLK2,9.1363,10.0831,9.6735,10.1752,9.8557,10.3704,10.3495,10.4471,10.5891,10.1653
DLL1,5.4186,5.0149,5.9976,6.5918,7.4092,7.5177,3.3515,5.634,6.6686,4.1816
DLL3,6.6606,5.2545,4.4172,4.5338,3.7814,4.2054,5.4909,6.3599,4.5461,5.5077
DLL4,7.9161,7.715,7.1502,7.9355,7.5307,7.9175,8.4798,8.1438,7.9323,8.4342
DLST,12.0271,12.2256,12.2396,12.1944,12.2547,12.1924,12.1361,12.1831,12.4029,12.1997
DLX1,9.4673,10.2199,10.0012,10.0412,10.0106,10.6177,10.4838,10.4551,10.4426,10.4187
DLX3,7.4805,7.7637,7.7098,8.026,8.0226,7.5584,7.6936,8.0231,7.1713,7.3899
DLX5,7.3964,7.7043,7.7357,7.778,7.9827,8.3903,8.316,8.3463,8.1184,8.9211
DMAP1,10.3791,9.9261,10.1183,10.2626,10.1035,10.2397,10.1636,10.2123,10.2217,10.3827
DMBT1,8.2894,5.5556,6.0849,3.9782,6.5135,6.3006,6.5987,4.3036,3.5185,7.315
DMD,6.0986,3.4578,6.544,4.2174,5.9835,4.755,5.4918,6.1875,5.7784,4.152
DMGDH,4.9184,2.5281,6.5125,7.2132,6.0694,6.6658,7.5488,6.7586,7.3679,6.0407
DMKN,7.2835,8.1212,7.9303,8.3589,8.4079,9.2722,8.6496,8.3654,8.5266,9.13
DMP1,7.2436,6.8613,6.5331,7.1342,7.2625,6.6256,6.4353,6.7251,7.2037,6.6664
DMPK,9.9869,10.0065,9.5406,9.7788,10.087,9.8419,9.9669,9.9035,9.9627,9.9808
DMRT1,4.8257,2.2812,6.659,6.084,4.1178,3.3894,3.6777,4.408,3.3013,3.208
DMRT2,3.7641,4.4121,2.9099,2.1063,4.9748,2.8158,3.6777,2.4068,2.7454,4.6734
DMRTA1,3.7055,5.2612,4.686,6.1659,0.954,2.2644,2.7116,2.0344,4.7074,5.056
DMRTC1A,9.315,9.6137,9.6786,9.7536,9.5876,10.0925,9.8788,10.5662,10.0612,10.6211
DMRTC1C1,7.0806,8.1541,5.0003,7.8182,6.7526,7.5555,7.0274,5.8594,6.6737,6.9662
DMTF1,12.361,12.2546,12.161,12.1049,12.2416,12.5166,12.258,12.2686,12.2637,12.5557
DMTN,9.1676,10.7242,10.4639,10.8348,10.4632,11.8375,12.1674,11.8171,11.9965,11.676
DMWD,9.2755,9.7885,9.4277,9.5933,9.7384,10.2295,10.1888,10.2468,9.8474,10.3537
DMXL1,9.0917,9.5691,8.9989,9.5454,9.2206,9.4316,9.522,9.0628,9.1029,8.9111
DNAAF1,6.5599,7.4281,6.8301,6.9757,7.1029,6.6573,7.3305,7.2102,6.7797,7.4491
DNAAF3,6.5927,7.034,5.8424,6.467,5.8686,6.5982,6.379,5.9248,6.5558,7.0796
DNAH1,7.5851,7.7729,6.5655,7.0561,7.4599,6.3733,4.0163,6.936,7.476,7.7406
DNAH17,4.9942,3.1346,4.7942,3.5786,5.6275,3.7496,3.5609,3.2934,4.408,2.8973
DNAH2,6.7578,6.8927,2.8665,6.2528,5.7132,5.2252,5.1039,6.3333,6.5913,6.9044
DNAH7,7.3855,5.6431,3.5862,6.1701,6.5257,6.5681,5.6657,5.8692,6.5344,6.6538
DNAI1,7.3936,7.8768,6.9396,7.4819,7.2915,7.8949,7.7756,8.0632,8.1217,7.8737
DNAJA1,13.2706,13.3989,13.5432,13.5572,13.5332,13.9791,13.935,13.8439,13.82,13.9362
DNAJA2,13.4262,13.3003,13.5354,13.3737,13.4323,13.6743,13.576,13.5745,13.5938,13.6658
DNAJA3,9.4402,9.3009,9.5361,9.2266,9.4483,9.4618,9.6596,9.7335,9.6507,9.5107
DNAJA4,7.5214,6.7338,7.3096,7.4809,8.0062,8.3716,8.2132,8.2701,8.1091,7.9285
DNAJB1,11.9023,11.5919,11.8656,11.6186,11.6044,12.0493,12.1723,12.0074,11.9018,12.0866
DNAJB11,11.6167,11.1523,11.2624,11.179,11.2753,11.0574,10.7107,10.895,10.8984,11.0707
DNAJB12,9.011,8.7396,8.6526,8.6191,8.5629,8.9904,8.1397,8.747,8.4319,8.4422
DNAJB13,8.268,8.0159,7.1307,7.4774,8.6805,8.7698,8.7875,9.5849,8.876,8.6729
DNAJB14,10.2319,10.4687,10.1411,10.1942,10.5443,10.3023,10.1964,10.2096,10.0901,10.1746
DNAJB2,11.5148,11.994,11.9309,11.9604,12.0583,12.338,12.4123,12.3192,12.6363,12.2738
DNAJB3,8.4606,7.8423,7.4235,8.0387,7.8693,7.9311,7.2231,7.4871,7.7125,8.1263
DNAJB4,12.191,12.0144,12.3492,12.2837,11.9178,12.6148,12.2795,12.241,12.4438,12.504
DNAJB5,9.8601,10.5359,10.2757,10.218,10.2339,11.8058,11.3972,11.3249,11.7456,11.5883
DNAJB6,12.2392,12.0901,12.285,12.2298,12.1188,12.453,12.5958,12.6723,12.5508,12.7532
DNAJB7,5.0628,5.598,5.1585,1.8304,4.9783,5.6577,2.9703,4.0364,3.7588,5.533
DNAJB9,12.1199,12.1485,12.1779,12.364,12.2099,12.2545,12.0264,11.9715,12.0094,12.2157
DNAJC10,12.1138,12.188,12.142,12.3107,12.2208,12.5273,12.2513,12.5141,12.6428,12.5634
DNAJC11,9.6239,9.6025,9.5511,9.6376,9.6118,9.5258,9.4442,9.594,9.0503,9.7209
DNAJC12,10.8237,10.6654,10.7755,11.0203,10.7921,10.9074,10.7225,10.926,10.675,11.2904
DNAJC13,11.6918,11.4144,11.3535,11.4971,11.623,11.1641,11.1788,11.1575,11.3568,11.2283
DNAJC14,10.3338,10.3599,10.3199,10.4411,10.1278,10.2743,10.4,10.3906,10.2468,10.4564
DNAJC15,11.9811,11.766,11.8386,12.0612,11.8742,12.3135,12.05,12.4316,12.0564,12.212
DNAJC17,8.5196,8.1135,8.3564,8.033,8.3418,8.2555,7.676,8.0539,7.7976,7.8143
DNAJC18,9.7043,9.3149,9.3979,9.6124,9.7064,9.1916,9.1294,9.0371,9.2341,9.1291
DNAJC19,12.95,12.7021,13.0759,12.8557,12.7443,12.7017,12.5872,12.6349,12.67,12.6879
DNAJC2,10.2987,10.5646,11.0796,10.7318,10.7213,10.7612,10.7059,10.9348,10.7878,11.1446
DNAJC21,9.4751,9.664,9.466,10.0177,9.4197,9.829,10.4222,10.3104,10.53,9.7987
DNAJC22,9.389,8.0479,8.795,8.1849,8.1415,4.0327,2.2234,5.6768,2.4324,6.0458
DNAJC24,10.0571,9.9311,10.0265,9.8984,9.9716,9.9436,9.7878,10.0263,9.862,9.953
DNAJC27,11.2617,11.8584,12.0095,11.9496,11.9683,12.5708,12.6066,12.6112,12.6254,12.6193
DNAJC3,11.6297,10.7729,11.1273,11.0513,10.9914,9.9934,9.8638,9.9452,9.8877,10.0065
DNAJC30,10.1234,10.2523,10.1365,10.2342,9.9019,10.2126,10.1906,9.8688,10.4189,10.3876
DNAJC4,9.6445,9.557,9.8778,10.0157,9.7837,10.0863,10.1532,10.2599,10.2774,10.2125
DNAJC5,12.9655,13.0295,13.0269,13.1941,13.1016,13.5091,13.5059,13.398,13.4572,13.5468
DNAJC6,13.7351,14.1873,14.4249,14.3666,14.1116,14.6425,14.5337,14.5746,14.5003,14.6069
DNAJC7,12.1909,12.2953,12.2086,12.208,12.3021,12.5243,12.2984,12.4284,12.4158,12.5228
DNAJC8,12.5049,12.534,12.4822,12.2069,12.368,12.3703,12.2349,12.3848,12.3365,12.3528
DNAJC9,12.2486,12.152,11.9256,12.135,12.063,11.7491,11.4844,11.4034,11.6125,11.547
DNAL1,9.4346,9.2087,9.9013,9.6033,9.2384,10.8315,10.075,9.9951,10.6061,10.5529
DNAL4,11.3565,11.667,11.6785,11.5593,11.6415,11.9172,11.4954,11.7251,11.6616,12.1686
DNALI1,9.2458,8.2521,8.0208,8.5386,8.1279,7.2328,7.392,7.9776,7.9786,7.948
DNASE1,6.5873,7.8053,7.6385,6.9446,7.8748,7.4508,8.1242,7.7293,7.4688,6.667
DNASE1L1,11.1349,10.4861,10.464,10.1291,10.4064,8.8337,8.9718,9.278,9.1941,9.1657
DNASE1L2,6.8443,7.214,7.124,7.0506,6.7982,7.2136,7.654,7.4246,7.7205,6.7251
DNASE1L3,7.0444,7.675,7.3741,7.104,7.4623,7.4267,7.579,7.3786,6.7565,7.099
DNASE2,12.1659,11.2761,11.1977,11.2009,11.4614,8.1699,7.7342,8.4023,8.5999,7.9424
DNASE2B,4.8364,7.0303,5.0139,6.15,7.0951,6.796,7.8974,6.0529,6.2305,6.5727
DNLZ,9.7367,10.1044,10.2642,10.1708,10.3159,10.3516,10.2457,10.1229,10.0862,10.3739
DNM1,13.4059,13.8404,14.1368,14.1254,13.6931,14.3497,14.4418,14.2484,14.3993,14.3003
DNM1L,9.8886,9.9017,10.4418,10.1497,10.1447,10.5278,11.1384,10.6271,10.7228,10.6405
DNM2,8.2724,7.9888,8.5072,8.3158,7.8126,7.5185,7.9813,8.2155,7.4061,7.9822
DNM3,8.1089,8.8567,9.2398,9.2569,8.9176,9.1315,9.7064,9.3732,9.4531,9.1402
DNMBP,9.1311,8.9894,9.2249,8.9988,8.8885,9.1312,8.9525,8.4341,8.9683,9.1034
DNMT1,10.9894,10.7479,10.3118,10.4037,10.5366,10.0642,10.0709,10.1169,10.0629,10.0833
DNMT3A,9.7844,9.8129,10.1561,10.1677,9.8781,9.9558,9.9785,9.2865,9.5055,9.3263
DNMT3B,5.3574,6.2505,2.3704,7.0598,3.2939,3.9639,6.2345,6.2272,5.2697,4.5907
DNPEP,12.4723,12.1658,12.2051,12.0808,12.1532,11.8754,11.8602,11.866,11.8146,12.0779
DNPH1,9.3175,9.2192,9.4214,9.3632,9.4456,8.9615,8.731,9.0,9.3631,9.5247
DNTTIP1,11.4124,11.1526,11.4118,11.4427,11.4224,11.473,11.2798,11.5219,11.2817,11.7034
DOC2B,7.5495,7.8271,4.4468,7.5249,7.0203,7.8815,5.3783,5.8312,7.3633,6.5079
DOC2G,7.6027,8.9315,8.6969,8.5571,8.9138,6.8767,7.7009,7.5936,7.8187,7.71
DOCK1,11.5152,11.2754,11.2886,11.1812,11.4513,11.0949,10.8376,10.7625,11.0177,11.1402
DOCK10,11.768,11.5273,11.6795,11.1625,11.7316,11.0635,10.4451,11.2651,10.9025,11.208
DOCK11,12.3934,11.5762,11.473,11.3024,11.783,10.2745,9.825,10.1917,9.9746,10.1745
DOCK3,10.082,11.9964,12.0226,12.1508,10.9593,13.0299,13.3144,12.7911,13.2829,13.2591
DOCK5,9.4086,9.1514,8.9649,9.1213,9.4313,9.0382,9.1095,9.5261,9.7725,8.6726
DOCK6,9.9553,9.4602,9.2617,9.4371,9.4093,8.9171,8.4937,8.2011,8.5711,8.9084
DOCK7,10.8791,10.4102,10.4409,10.4573,10.5418,10.3054,10.3029,10.0446,10.14,10.4712
DOCK8,11.579,11.3889,11.3922,10.3162,11.4297,8.3697,8.4852,8.4998,8.0843,8.6837
DOCK9,12.8618,12.6133,12.6609,12.5998,12.5336,13.1019,12.931,13.212,12.9923,13.0963
DOHH,10.5024,10.6502,10.4519,10.6284,10.5821,10.845,10.8789,10.9943,10.9536,10.9304
DOK1,9.6735,9.1382,9.0183,8.8399,8.9125,7.3036,6.4521,7.5626,7.0043,7.4367
DOK2,6.7835,6.7586,6.4051,6.0675,6.5148,4.7759,6.2735,5.426,5.2655,5.0052
DOK3,9.4107,8.3878,8.6184,8.6691,8.4042,7.8938,7.0181,7.6852,7.1833,8.043
DOK5,9.6063,10.371,10.5193,10.4121,10.0984,10.8334,10.8362,10.4777,10.5242,10.7252
DOK7,8.2289,9.102,8.8326,8.8106,9.3144,9.1511,9.1326,9.2665,8.9748,8.7819
DOLK,11.4399,10.9127,11.1663,11.1416,11.1072,11.1575,10.9662,11.0766,11.021,11.0834
DOLPP1,9.6347,9.6915,9.4124,9.4775,9.5295,9.2199,9.5125,9.0453,9.2412,9.7013
DONSON,10.2516,10.0204,9.6528,10.0402,10.031,9.756,9.938,8.9884,9.7974,9.9366
DOPEY1,9.9742,10.1311,10.4297,10.2808,10.1257,10.6502,10.7237,10.6129,10.7028,10.7717
DOPEY2,10.6911,10.9218,10.5406,10.6718,10.6037,10.997,11.1936,11.1883,11.3949,11.0222
DOS,10.9924,12.0723,12.2367,11.9485,11.8632,12.6884,12.7544,12.9545,12.7232,13.2056
DOT1L,8.7371,8.6699,8.9376,8.6865,8.6689,8.5877,8.9126,8.7891,8.6266,9.2256
DOXL1,6.1317,6.7543,6.3223,6.3809,6.8967,6.0316,7.2218,6.9322,6.2275,5.9277
DPAGT1,11.6312,10.9285,10.6882,11.069,10.9693,10.4303,10.2194,10.4804,10.4974,10.7442
DPCD,11.2531,11.7957,11.9489,11.9793,11.8689,12.5169,12.2647,12.3334,12.3412,12.6135
DPEP1,6.4517,7.2036,6.5324,6.9071,6.9199,6.6791,6.6614,6.9199,7.4895,6.5142
DPEP2,8.3557,7.9421,7.4714,7.3214,7.3777,5.1925,3.1007,3.9889,2.6812,2.9789
DPF1,9.6061,10.5713,10.0692,10.2081,10.012,11.0398,10.8198,10.8482,10.822,10.8802
DPF2,11.5793,11.2943,11.1098,11.1451,11.3954,10.9778,11.0714,11.0843,11.0511,11.0416
DPF3,7.0397,6.753,6.5828,7.2336,7.2243,7.424,6.8241,7.0375,7.9224,6.8032
DPH1,11.2814,10.6603,10.8032,10.7386,10.7182,10.6726,10.443,10.4471,10.5753,10.7553
DPH2,9.3241,8.9886,8.8877,9.195,9.3081,8.9271,9.094,9.0313,8.9018,8.7884
DPH3,12.07,11.5651,11.7199,11.8421,11.8439,11.5134,11.5315,11.5706,11.6351,11.4969
DPH5,9.6491,9.8217,9.956,10.0043,9.8086,10.1673,10.0489,10.1961,9.9294,10.0461
DPH6,10.6387,10.4235,10.3113,10.2411,9.8339,10.2742,10.1162,10.3471,10.3845,10.3887
DPM1,12.853,12.4933,12.6976,12.9223,12.5944,12.7698,12.5881,12.839,12.6358,12.5434
DPM2,11.2142,11.1404,10.9408,11.1043,11.0299,10.9325,10.9413,10.9281,11.0338,11.1235
DPM3,12.2034,11.9567,11.8313,12.005,11.8984,11.6065,11.6784,11.7149,11.7067,11.7495
DPP10,9.0885,10.8252,11.3184,11.4665,10.8711,11.6823,11.775,11.2876,11.7333,11.9031
DPP3,11.2804,10.8288,10.6875,10.7907,10.8343,10.5375,10.6559,10.9466,10.6761,10.8279
DPP4,7.7451,8.0908,7.6762,8.1843,8.1402,8.1,8.6312,8.1259,8.2459,7.6901
DPP6,11.3133,11.9338,12.0005,11.8566,11.84,12.6758,12.3417,12.6148,12.5864,12.9997
DPP7,13.979,13.4083,13.5336,13.4172,13.3926,10.9778,11.0682,11.0506,11.2667,11.1987
DPP8,11.1214,10.7479,10.7976,10.7539,10.8807,10.6655,10.9863,10.7583,10.9044,10.7246
DPP9,10.0188,9.7677,9.4796,9.1906,9.8967,9.7875,9.7385,9.9154,9.8748,9.96
DPPA3,6.7853,3.6346,5.0691,6.0788,5.7233,6.2228,5.9673,4.1831,5.6901,6.2686
DPT,8.562,8.96,8.7131,8.5799,9.1161,8.15,7.8359,7.7707,8.4966,7.5148
DPY19L1,13.3375,13.1013,13.5177,13.1094,13.342,13.0332,13.0486,12.9221,13.0387,12.7987
DPY19L3,11.6979,11.4562,11.4832,11.5456,11.7444,12.0155,11.4948,11.8467,11.6824,12.1467
DPY19L4,11.0457,10.52,9.8265,10.3967,10.5443,9.7282,10.1682,9.5766,10.4904,10.3438
DPY30,12.2374,11.8807,11.9662,11.8264,11.9428,11.9938,11.7181,11.6054,11.8361,11.6373
DPYD,9.0173,8.2099,8.1347,8.4115,8.7661,8.3488,8.0091,8.3472,7.9614,9.1132
DPYS,3.3913,1.8631,5.441,2.7684,1.7304,2.4434,3.524,2.9136,3.5721,3.0026
DPYSL2,14.8834,15.0913,15.4639,14.9926,15.1255,15.1939,15.0735,15.0671,15.1013,15.0787
DPYSL3,7.754,7.3475,7.4112,7.764,7.6275,7.8499,5.8157,6.9107,6.9947,7.4532
DPYSL4,9.7458,10.6669,10.775,10.4919,10.1443,11.139,10.7999,10.5448,10.6728,10.8159
DPYSL5,8.8203,9.2734,9.317,9.2835,9.0483,9.8168,9.717,9.2211,9.4086,9.9372
DR1,12.4735,12.1517,12.4507,12.2571,12.2183,12.3084,12.0713,12.1268,12.082,12.2292
